낱말,빈도수
말,354
봅시다,343
해,289
붙임,131
친구,121
생각,114
글,112
것,110
쪽,102
일,97
무엇,94
사람,91
때,80
를,79
문장,79
읽어,77
목소리,77
나,76
할,75
딱지,74
활용,71
잘,70
하는,70
곳,70
그림,68
찾아,68
어떤,64
알맞은,63
국어,62
수,61
확인,61
읽고,59
요,58
한,58
책,57
소리,57
써,54
내,53
보세요,52
날,52
다,52
인물,52
예시,52
답안,52
가지,51
자신,50
선,50
알,49
국활,49
점,48
공부,48
이,48
오전,48
하며,47
기분,47
하기,46
이야기,46
겪은,46
우리,44
보고,42
의,42
행동,41
사,41
용,41
모양,40
내용,40
흉내,40
붙이는,40
여러,39
입니다,39
설명,39
방법,38
함께,38
느낌,38
표,36
해요,35
있습니다,35
있는지,34
낱말,34
기본,34
내는,34
아저씨,34
놀이,33
붉은,33
하,32
했어요,32
아빠,31
따,31
세,31
누구,30
고운,30
표현,30
띄어,30
제목,29
바르게,29
어떻게,28
선생님,28
가,28
소년,28
뜯,28
봐요,27
앞,27
동물,27
안,27
하고,26
있는,26
합니다,26
하세요,26
했나요,26
따라,25
알아봅시다,25
보기,25
모두,25
여우,25
어디,24
한다,24
모습,24
드러나게,24
읽기,23
월,23
준비,22
활동,22
내어,22
함,22
박쥐,22
양치기,22
속,21
장면,21
아이,21
하면,21
까닭,21
해야,21
써요,21
하는지,21
읽었나요,20
아,20
가족,20
큰,20
듣고,20
늑대,20
누가,19
집,19
더,19
아침,19
마음,19
이어,18
두,18
떠올려,18
싶은,18
부족하다면,18
상상,18
나게,18
나무,18
지우개,18
하여,17
너,17
골라,17
정리,17
시간,17
떠올리며,17
알기,17
와,17
보통,17
적,17
듣는,17
물,17
붙여,17
일기,17
개미,17
니,17
부분,16
들어,16
표지판,16
하지,16
있었던,16
읽어야,16
마리,16
나무꾼,16
파리,16
사용,15
받침,15
쓰기,15
주시,15
활,15
또,15
노래,15
정말,15
다른,15
하늘,15
살려,15
카드,15
임,15
그,15
왜,15
바른,15
대,15
그때,15
했는지,15
입,15
참,15
옷,15
주머니,15
이름,14
있어요,14
끝,14
선물,14
서,14
다음,14
자세,14
읽어요,14
사냥꾼,14
마을,14
소개,13
언제,13
가장,13
자,13
주세요,13
습,13
어울리는,13
단풍,13
두기,13
실감,13
줄,13
불,13
부호,13
여기,13
작은,13
있게,13
귀,13
거,13
콩,13
경험,12
재미있는,12
다시,12
뭐,12
물건,12
아기,12
음식,12
글자,12
실천,12
넣어,12
엄마,12
배,12
원숭이,12
는,12
듯이,12
노루,12
뒤,12
맷돌,12
된,11
재미있게,11
했습니다,11
등,11
먼저,11
나오는,11
위해,11
꼭,11
시작,11
도둑,11
못,11
아주,11
기린,11
조금,11
말씀,11
네,11
지,11
저,11
나면,11
했다,11
도서관,11
옥수수,11
대머리,11
좋아하는,10
많이,10
배울까,10
바르고,10
문,10
알맞게,10
가방,10
학교,10
있,10
쓰지,10
같이,10
눈,10
짝,10
이제,10
방귀,10
매우,10
따옴표,10
일까,10
있어,10
때문,10
사자,10
양,10
칭찬,10
예절,10
손,10
숲속,10
새,10
냄새,10
비둘기,10
추석,10
자라,10
일인,10
독수리,10
자료,9
있나요,9
읽은,9
하나,9
개,9
위,9
돈,9
길,9
고,9
주변,9
읽을,9
좋은,9
나타내는,9
불러,9
말로,9
몸,9
쓴,9
날씨,9
대해,9
그런,9
궁금한,9
너무,9
들을,9
기울여,9
답,9
읽는,9
가는,9
좋을까요,9
똑같아요,9
공,9
며칠,9
높은,9
인사,9
달콤,9
뾰족,9
무슨,9
장난감,9
게,9
색깔,9
임금님,9
송편,9
버드나무,9
가위바위보,8
찾아봅시다,8
해서,8
돌잡이,8
떡,8
파란색,8
도착,8
괴물,8
지구,8
오늘,8
저녁,8
목,8
달,8
즐거운,8
좀,8
까요,8
큰따옴표,8
서로,8
봐,8
기,8
아버지,8
않았어요,8
쓸,8
받았다,8
화,8
물음,8
로,8
만든,8
일어난,8
뚜,8
똑,8
방긋,8
숲,8
열매,8
고마워,8
소금,8
수희,8
먹는,8
대한,8
비사,8
치기,8
손가락,8
채소,8
뿌리,8
않았어,8
모,7
정,7
주의,7
발가락,7
잡는,7
물고기,7
모자,7
풀밭,7
연필,7
좋아요,7
이야기책,7
강아지,7
끝말잇기,7
나뭇잎,7
얼굴,7
발,7
살펴봅시다,7
놀,7
만들어,7
쓰면,7
쏙,7
만드는,7
마음속,7
은,7
많은,7
잎,7
물음표,7
그것,7
자세히,7
바라보며,7
주고,7
딸,7
테,7
깜짝,7
오지,7
들은,7
누나,7
됩니다,7
읽,7
크고,7
구두쇠,7
영감,7
미안해,7
있을까요,7
건너,7
지진,7
가위,7
어제,7
연날리기,7
오른쪽,7
