낱말,빈도수
해,1059
말,715
생각,689
하는,688
할,590
내용,583
글,578
수,518
봅시다,515
친구,514
것,490
사람,426
무엇,422
책,407
우리,382
자신,372
자료,358
하기,352
표현,347
때,336
있는,307
보세요,296
이야기,295
이,292
활용,287
인물,282
어떤,277
마음,269
질문,254
그,251
하며,226
사용,224
나,221
한,205
상황,198
더,195
점,194
어떻게,187
알,179
발표,176
잘,174
내,172
의,172
관련,171
한다,171
보고,170
다,165
를,164
일,163
주장,160
요,160
방법,157
다른,155
삶,154
했다,146
해야,144
가,143
근거,143
읽고,142
까닭,139
속담,139
싶은,138
모,137
써,137
정,128
안,126
그림,126
연극,125
하면,124
답,120
독,119
쓴,116
준비,115
하고,114
같은,113
주제,111
뜻,110
할머니,107
곳,106
속,104
함께,103
동물,102
서,101
뉴스,100
단원,99
고쳐,99
제목,98
다시,97
숲,97
반,97
꿈,96
만들어,95
합니다,94
왜,94
날,94
있다,94
문제,93
나무,93
윌버,93
때문,92
게,92
집,91
가치,89
는,88
계획,88
추구,88
영상,88
앞,87
행동,87
우리말,87
있어요,86
작품,86
붙임,85
정리,85
뒤,83
와,83
부분,83
둠,83
쓰기,82
실천,81
광고,81
입니다,80
점검,79
있어,79
싶나요,79
전,79
읽기,77
생활,77
보기,77
눈,76
된,76
모습,76
종이,76
아이,73
경험,72
하여,71
하지,70
할까,70
있나요,70
사건,70
극본,70
할아버지,70
장,69
줄,69
시작,69
비유,69
장면,69
좋은,69
관용,67
또,66
쓴이의,66
하나,66
파악,66
리,66
소개,65
가지,65
위,65
주,65
쓸,64
여러,64
묻고,63
시,63
영화,63
아버지,63
선생,63
이해,62
문장,62
확인,62
그렇게,62
대상,61
낱말,61
고,60
다음,60
모두,60
추론,60
버들,60
허련,60
샬럿,60
활동,59
환경,59
판단,59
자연,59
나라,59
무대,59
먼지,58
쓰는,58
알맞은,58
기,57
두,57
이름,57
로봇,57
독서,56
하세요,56
주는,56
원님,56
소리,55
뒷받침,55
추사,55
시간,54
본,54
봐요,54
했어,54
네,54
조사,54
성민,54
물,53
역할,53
서로,53
다양한,52
있습니다,52
효과,52
싶어,52
학습,52
해서,52
살,52
거,52
커만,52
국어,51
미세,51
중심,51
따라,51
감상,51
만들기,51
동네,51
어머니,51
준,50
데,50
읽은,50
저,50
난,50
찾아,49
일까,49
편지,49
표정,49
상수리,49
읽어,48
간,48
관심,48
마을,48
읽을,47
은,47
누구,47
함,47
하려고,47
기본,47
정말,47
너,47
적,47
아,47
설문,47
처,47
비교,46
새롭게,46
바탕,46
음식,46
무역,46
떠올려,45
가운데,45
여행,45
화성,45
왕가,45
공기,44
따위,44
해요,44
몽당,44
마타,44
진진,44
자기,43
지금,43
많은,43
되어,43
추천,43
목소리,43
매체,43
논,43
공정,43
없는,42
문단,42
몸,42
대한,42
로,42
구조,42
사실,42
만,42
이제,42
될,42
뭐,42
했습니다,42
우리나라,42
지어,42
언어,42
매우,41
않은,41
하려면,41
못,41
위해,41
좀,41
사랑,41
가장,41
알기,41
특성,41
수원,41
연습,41
오후,40
목적,40
이렇게,40
카드,40
노력,40
보여,40
어디,40
어느,40
홍,40
과,39
손,39
같이,39
개,39
배울까,39
정해,39
고개,39
대화,39
사진,38
밖,38
세상,38
했나요,38
피아노,38
오염,37
쓴이가,37
설명,37
무슨,37
번,37
거나,37
의견,37
너무,37
아니라,37
종류,37
미래,37
있을,37
표,37
했는지,37
있었다,37
인상,37
직업,37
있는지,37
세계,37
고운,37
건반,37
비,36
그냥,36
쉽게,36
바람,36
건물,36
제,36
우주,36
듣고,36
배,36
촬영,36
도깨비,36
나리,36
신문,35
스스로,35
꼭,35
많이,35
좋겠어,35
나누는,35
그래서,35
결과,35
되는,35
볼,35
실태,35
까마귀,35
궁궐,35
있게,34
후,34
평가,34
같아,34
보통,34
들어,34
만든,34
세워요,34
않고,34
도,34
올바른,34
애러블,34
러비,34
하나요,33
과정,33
대답,33
동물원,33
